,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
V32,0.29833333333333334,0.49833333333333335,0.49166666666666664,0.49166666666666664,0.49333333333333335,0.4666666666666667,0.4533333333333333,0.2833333333333333,0.45166666666666666,0.495,0.4633333333333333,0.3383333333333333,0.49833333333333335,0.41,0.47,0.3933333333333333,0.485,0.4866666666666667,0.39666666666666667,0.495,0.485,0.4683333333333333,0.4866666666666667,0.475,0.49666666666666665,0.5,0.46,0.49333333333333335,0.49833333333333335,0.49833333333333335,0.49833333333333335,0.48833333333333334,0.44,0.4866666666666667,0.49666666666666665,0.4716666666666667,0.48833333333333334,0.475,0.495,0.4816666666666667,0.49,0.48333333333333334,0.4666666666666667,0.49333333333333335,0.485,0.48,0.49833333333333335,0.47833333333333333,0.4866666666666667,0.495
V33,0.435,0.33,0.2966666666666667,0.5,0.4866666666666667,0.4866666666666667,0.38666666666666666,0.48,0.49333333333333335,0.48,0.49166666666666664,0.495,0.49333333333333335,0.43166666666666664,0.46166666666666667,0.49666666666666665,0.495,0.37166666666666665,0.48833333333333334,0.48,0.4716666666666667,0.45666666666666667,0.395,0.48833333333333334,0.44666666666666666,0.47833333333333333,0.47,0.48333333333333334,0.49333333333333335,0.49833333333333335,0.4866666666666667,0.49666666666666665,0.49666666666666665,0.4816666666666667,0.4866666666666667,0.49166666666666664,0.47,0.43833333333333335,0.495,0.49833333333333335,0.4866666666666667,0.0,0.4866666666666667,0.4866666666666667,0.495,0.485,0.49666666666666665,0.49833333333333335,0.48833333333333334,0.465
V34,0.48833333333333334,0.30666666666666664,0.45666666666666667,0.48833333333333334,0.49666666666666665,0.4683333333333333,0.48833333333333334,0.48833333333333334,0.48833333333333334,0.49,0.4766666666666667,0.46166666666666667,0.49166666666666664,0.48,0.48333333333333334,0.49166666666666664,0.47833333333333333,0.25166666666666665,0.485,0.475,0.4583333333333333,0.4766666666666667,0.24333333333333335,0.49333333333333335,0.49833333333333335,0.4533333333333333,0.48833333333333334,0.495,0.485,0.475,0.485,0.465,0.38666666666666666,0.49,0.49166666666666664,0.43166666666666664,0.49833333333333335,0.4766666666666667,0.49833333333333335,0.33166666666666667,0.4583333333333333,0.4766666666666667,0.46,0.4533333333333333,0.49,0.49166666666666664,0.49,0.49166666666666664,0.475,0.49
V35,0.48333333333333334,0.47333333333333333,0.26166666666666666,0.405,0.485,0.22666666666666666,0.49333333333333335,0.43166666666666664,0.49166666666666664,0.47833333333333333,0.49333333333333335,0.46,0.485,0.49166666666666664,0.49,0.4533333333333333,0.49166666666666664,0.4866666666666667,0.465,0.48833333333333334,0.4483333333333333,0.49833333333333335,0.475,0.49833333333333335,0.47333333333333333,0.46166666666666667,0.5,0.4816666666666667,0.5,0.4683333333333333,0.4633333333333333,0.495,0.4866666666666667,0.49333333333333335,0.49166666666666664,0.48,0.475,0.49666666666666665,0.49,0.49166666666666664,0.4766666666666667,0.45666666666666667,0.455,0.49166666666666664,0.4683333333333333,0.47833333333333333,0.49333333333333335,0.495,0.4866666666666667,0.4666666666666667
V36,0.46166666666666667,0.26,0.48,0.4533333333333333,0.47333333333333333,0.49,0.4683333333333333,0.18333333333333332,0.4533333333333333,0.44333333333333336,0.49166666666666664,0.49166666666666664,0.48333333333333334,0.4666666666666667,0.485,0.4483333333333333,0.49166666666666664,0.45666666666666667,0.48,0.49833333333333335,0.485,0.48333333333333334,0.4866666666666667,0.4866666666666667,0.45166666666666666,0.4716666666666667,0.49833333333333335,0.45166666666666666,0.48333333333333334,0.49,0.495,0.475,0.49333333333333335,0.49166666666666664,0.4633333333333333,0.47833333333333333,0.455,0.49833333333333335,0.4716666666666667,0.485,0.47,0.47,0.48333333333333334,0.49,0.49666666666666665,0.49,0.4866666666666667,0.49666666666666665,0.49333333333333335,0.47
V37,0.49166666666666664,0.48333333333333334,0.415,0.47833333333333333,0.46166666666666667,0.49333333333333335,0.47333333333333333,0.46,0.39666666666666667,0.4533333333333333,0.47833333333333333,0.44333333333333336,0.5,0.47,0.49166666666666664,0.49166666666666664,0.455,0.48,0.49166666666666664,0.49833333333333335,0.485,0.48833333333333334,0.49166666666666664,0.495,0.47333333333333333,0.485,0.47833333333333333,0.49,0.49333333333333335,0.4816666666666667,0.41,0.44666666666666666,0.49166666666666664,0.495,0.4816666666666667,0.47833333333333333,0.49333333333333335,0.495,0.4633333333333333,0.43166666666666664,0.3983333333333333,0.4816666666666667,0.49833333333333335,0.475,0.49,0.485,0.4866666666666667,0.48,0.49833333333333335,0.47833333333333333
V38,0.49833333333333335,0.49333333333333335,0.14666666666666667,0.3466666666666667,0.495,0.49333333333333335,0.485,0.4633333333333333,0.4483333333333333,0.37166666666666665,0.4583333333333333,0.48333333333333334,0.18166666666666667,0.49166666666666664,0.4816666666666667,0.495,0.45666666666666667,0.465,0.48,0.495,0.48333333333333334,0.44,0.4683333333333333,0.5,0.485,0.49333333333333335,0.49833333333333335,0.47333333333333333,0.47833333333333333,0.49,0.48333333333333334,0.4683333333333333,0.495,0.4683333333333333,0.4683333333333333,0.49666666666666665,0.5,0.475,0.49833333333333335,0.495,0.4816666666666667,0.47,0.49,0.49666666666666665,0.42833333333333334,0.5,0.47333333333333333,0.4633333333333333,0.4766666666666667,0.45666666666666667
V39,0.47,0.4716666666666667,0.3333333333333333,0.4533333333333333,0.47,0.4116666666666667,0.4583333333333333,0.49,0.4266666666666667,0.455,0.5,0.17833333333333334,0.4633333333333333,0.4683333333333333,0.4766666666666667,0.485,0.49833333333333335,0.4483333333333333,0.475,0.49333333333333335,0.49,0.4766666666666667,0.49166666666666664,0.485,0.4666666666666667,0.485,0.4716666666666667,0.4816666666666667,0.48333333333333334,0.4816666666666667,0.42333333333333334,0.49333333333333335,0.49166666666666664,0.4683333333333333,0.48333333333333334,0.47333333333333333,0.48333333333333334,0.49666666666666665,0.485,0.4816666666666667,0.475,0.46,0.48,0.495,0.4816666666666667,0.46,0.47833333333333333,0.49333333333333335,0.495,0.0016666666666666668
V40,0.3883333333333333,0.4483333333333333,0.49,0.4666666666666667,0.4866666666666667,0.485,0.4766666666666667,0.475,0.47833333333333333,0.485,0.4683333333333333,0.4266666666666667,0.4683333333333333,0.43,0.3883333333333333,0.4766666666666667,0.49833333333333335,0.49333333333333335,0.465,0.46,0.32666666666666666,0.4866666666666667,0.48,0.48,0.49166666666666664,0.49,0.49333333333333335,0.455,0.4766666666666667,0.48833333333333334,0.49666666666666665,0.465,0.4683333333333333,0.4483333333333333,0.49666666666666665,0.49166666666666664,0.49166666666666664,0.4716666666666667,0.47833333333333333,0.49833333333333335,0.46,0.47333333333333333,0.49166666666666664,0.47333333333333333,0.49333333333333335,0.48,0.485,0.49,0.48833333333333334,0.4866666666666667
V41,0.40166666666666667,0.48833333333333334,0.4683333333333333,0.47333333333333333,0.45666666666666667,0.43833333333333335,0.48833333333333334,0.4816666666666667,0.49333333333333335,0.45166666666666666,0.49833333333333335,0.24833333333333332,0.48,0.49666666666666665,0.49,0.5,0.49,0.47333333333333333,0.465,0.48333333333333334,0.485,0.4866666666666667,0.4816666666666667,0.49333333333333335,0.48333333333333334,0.485,0.48833333333333334,0.48833333333333334,0.485,0.4666666666666667,0.48833333333333334,0.48333333333333334,0.4716666666666667,0.45166666666666666,0.49666666666666665,0.49166666666666664,0.49833333333333335,0.49833333333333335,0.485,0.49,0.475,0.475,0.47833333333333333,0.4866666666666667,0.4583333333333333,0.4666666666666667,0.49166666666666664,0.48833333333333334,0.48833333333333334,0.49666666666666665
V42,0.32166666666666666,0.47333333333333333,0.4633333333333333,0.465,0.43,0.49333333333333335,0.18666666666666668,0.4816666666666667,0.4866666666666667,0.4816666666666667,0.45,0.5,0.475,0.46166666666666667,0.49666666666666665,0.49,0.475,0.445,0.4716666666666667,0.4483333333333333,0.46166666666666667,0.495,0.45666666666666667,0.49166666666666664,0.46166666666666667,0.49833333333333335,0.4866666666666667,0.4716666666666667,0.4666666666666667,0.475,0.4666666666666667,0.4633333333333333,0.195,0.4866666666666667,0.4683333333333333,0.4683333333333333,0.4866666666666667,0.485,0.48333333333333334,0.47,0.49666666666666665,0.47833333333333333,0.49833333333333335,0.48,0.485,0.5,0.4766666666666667,0.4683333333333333,0.47,0.49333333333333335
V43,0.4633333333333333,0.4766666666666667,0.42833333333333334,0.275,0.49833333333333335,0.47,0.49,0.49666666666666665,0.47333333333333333,0.4716666666666667,0.09166666666666666,0.13,0.45,0.49833333333333335,0.47333333333333333,0.4866666666666667,0.4766666666666667,0.4683333333333333,0.475,0.49666666666666665,0.4866666666666667,0.49666666666666665,0.48333333333333334,0.485,0.485,0.47333333333333333,0.48333333333333334,0.49833333333333335,0.49,0.4683333333333333,0.49166666666666664,0.49333333333333335,0.49666666666666665,0.4866666666666667,0.4866666666666667,0.48333333333333334,0.47333333333333333,0.49833333333333335,0.48833333333333334,0.48833333333333334,0.49833333333333335,0.475,0.4816666666666667,0.47333333333333333,0.495,0.49,0.49,0.495,0.48333333333333334,0.48333333333333334
V44,0.395,0.24333333333333335,0.4816666666666667,0.4816666666666667,0.4816666666666667,0.42333333333333334,0.48,0.43,0.33,0.11166666666666666,0.49,0.15666666666666668,0.3983333333333333,0.4766666666666667,0.495,0.4816666666666667,0.475,0.44666666666666666,0.49333333333333335,0.4683333333333333,0.43,0.485,0.49666666666666665,0.4166666666666667,0.49833333333333335,0.4483333333333333,0.3566666666666667,0.47833333333333333,0.475,0.49,0.4583333333333333,0.48333333333333334,0.49833333333333335,0.485,0.4866666666666667,0.4533333333333333,0.45666666666666667,0.45,0.49833333333333335,0.495,0.4716666666666667,0.49,0.48833333333333334,0.49,0.475,0.0,0.47833333333333333,0.46166666666666667,0.4816666666666667,0.49833333333333335
V45,0.36666666666666664,0.4483333333333333,0.445,0.4716666666666667,0.485,0.45,0.49833333333333335,0.49166666666666664,0.47833333333333333,0.47833333333333333,0.35833333333333334,0.435,0.4483333333333333,0.45,0.48,0.4766666666666667,0.49666666666666665,0.49333333333333335,0.49666666666666665,0.49666666666666665,0.4633333333333333,0.49166666666666664,0.47333333333333333,0.49666666666666665,0.44333333333333336,0.4533333333333333,0.48,0.49666666666666665,0.47333333333333333,0.4766666666666667,0.245,0.4866666666666667,0.49,0.495,0.47,0.48833333333333334,0.45666666666666667,0.49,0.48833333333333334,0.465,0.5,0.4866666666666667,0.4816666666666667,0.47833333333333333,0.455,0.48833333333333334,0.47333333333333333,0.4666666666666667,0.485,0.4716666666666667
V46,0.48333333333333334,0.4816666666666667,0.49333333333333335,0.195,0.495,0.48,0.49666666666666665,0.43666666666666665,0.4816666666666667,0.49333333333333335,0.485,0.48833333333333334,0.49333333333333335,0.4716666666666667,0.48333333333333334,0.48833333333333334,0.49333333333333335,0.49833333333333335,0.48333333333333334,0.485,0.47833333333333333,0.495,0.45166666666666666,0.4766666666666667,0.45,0.45,0.48833333333333334,0.48833333333333334,0.47333333333333333,0.4716666666666667,0.46166666666666667,0.495,0.4816666666666667,0.495,0.49666666666666665,0.47833333333333333,0.48833333333333334,0.44666666666666666,0.49,0.465,0.4716666666666667,0.4533333333333333,0.4816666666666667,0.36666666666666664,0.49833333333333335,0.49,0.4816666666666667,0.485,0.49666666666666665,0.49166666666666664
V47,0.475,0.4816666666666667,0.48833333333333334,0.4816666666666667,0.49833333333333335,0.44,0.485,0.4816666666666667,0.385,0.2916666666666667,0.48333333333333334,0.49666666666666665,0.47833333333333333,0.47333333333333333,0.4666666666666667,0.47833333333333333,0.49,0.48333333333333334,0.49833333333333335,0.475,0.4816666666666667,0.49833333333333335,0.42,0.48833333333333334,0.49,0.49333333333333335,0.47,0.475,0.4816666666666667,0.475,0.47,0.44,0.485,0.485,0.495,0.48333333333333334,0.47833333333333333,0.49666666666666665,0.47833333333333333,0.47333333333333333,0.4533333333333333,0.48,0.45166666666666666,0.4633333333333333,0.4633333333333333,0.46166666666666667,0.49166666666666664,0.4766666666666667,0.49833333333333335,0.495
V48,0.12166666666666667,0.49,0.31666666666666665,0.44333333333333336,0.45666666666666667,0.13166666666666665,0.49333333333333335,0.48,0.49833333333333335,0.4766666666666667,0.49333333333333335,0.345,0.49,0.4683333333333333,0.485,0.48,0.49333333333333335,0.39666666666666667,0.48833333333333334,0.45166666666666666,0.49166666666666664,0.43833333333333335,0.4866666666666667,0.48333333333333334,0.4683333333333333,0.49833333333333335,0.43666666666666665,0.49,0.4633333333333333,0.49166666666666664,0.45666666666666667,0.44,0.4866666666666667,0.4533333333333333,0.4866666666666667,0.48833333333333334,0.4483333333333333,0.49,0.49666666666666665,0.4716666666666667,0.49166666666666664,0.485,0.49,0.495,0.45166666666666666,0.49666666666666665,0.4583333333333333,0.49333333333333335,0.475,0.465
V49,0.49833333333333335,0.4816666666666667,0.47833333333333333,0.38166666666666665,0.495,0.48,0.4583333333333333,0.3516666666666667,0.4666666666666667,0.39666666666666667,0.49,0.48833333333333334,0.49666666666666665,0.495,0.49333333333333335,0.4716666666666667,0.4816666666666667,0.48833333333333334,0.45,0.495,0.4766666666666667,0.45666666666666667,0.4816666666666667,0.49333333333333335,0.47333333333333333,0.48333333333333334,0.4816666666666667,0.485,0.49,0.45,0.4716666666666667,0.485,0.49166666666666664,0.49166666666666664,0.49,0.46166666666666667,0.4716666666666667,0.49166666666666664,0.465,0.45666666666666667,0.4716666666666667,0.4816666666666667,0.49,0.485,0.4583333333333333,0.49166666666666664,0.485,0.495,0.445,0.47
V50,0.4666666666666667,0.33666666666666667,0.45,0.4633333333333333,0.48833333333333334,0.4633333333333333,0.49333333333333335,0.4716666666666667,0.49333333333333335,0.485,0.4083333333333333,0.38,0.45,0.45166666666666666,0.485,0.4816666666666667,0.485,0.46166666666666667,0.46,0.48333333333333334,0.4866666666666667,0.4683333333333333,0.48833333333333334,0.43166666666666664,0.485,0.45666666666666667,0.4816666666666667,0.48,0.47,0.4866666666666667,0.495,0.47833333333333333,0.4766666666666667,0.49,0.48333333333333334,0.455,0.48,0.48833333333333334,0.4866666666666667,0.48833333333333334,0.4533333333333333,0.41833333333333333,0.48333333333333334,0.4533333333333333,0.49,0.4866666666666667,0.485,0.48333333333333334,0.485,0.49666666666666665
